intersection_id,tollgate_id,starting_time,travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,week,hour,minute
A,3,2016-08-02 17:20:00,140.74,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,20
A,3,2016-08-02 17:40:00,145.13,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,40
A,3,2016-08-02 18:00:00,127.16,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,0
A,3,2016-08-02 18:20:00,96.13,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,20
A,3,2016-08-02 18:40:00,121.46,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,40
A,3,2016-08-02 19:00:00,91.71,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,19,0
A,3,2016-08-02 19:20:00,154.09,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,19,20
B,1,2016-08-02 17:00:00,109.96,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,0
B,1,2016-08-02 17:20:00,72.1,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,20
B,1,2016-08-02 17:40:00,212.92,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,40
B,3,2016-08-02 16:40:00,133.02,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,16,40
B,3,2016-08-02 17:00:00,112.07,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,0
B,3,2016-08-02 17:20:00,103.24,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,20
B,3,2016-08-02 17:40:00,101.12,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,40
B,3,2016-08-02 18:00:00,103.11,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,0
B,3,2016-08-02 18:20:00,117.04,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,20
B,3,2016-08-02 18:40:00,77.72,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,40
B,3,2016-08-02 19:00:00,113.88,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,19,0
B,3,2016-08-02 19:20:00,98.12,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,19,20
C,1,2016-08-02 17:00:00,126.9,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,0
C,1,2016-08-02 17:40:00,137.64,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,40
C,1,2016-08-02 18:00:00,198.81,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,0
C,1,2016-08-02 18:20:00,256.27,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,20
C,1,2016-08-02 18:40:00,259.49,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,40
C,3,2016-08-02 16:40:00,185.88,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,16,40
C,3,2016-08-02 17:00:00,136.66,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,0
C,3,2016-08-02 17:40:00,213.56,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,17,40
C,3,2016-08-02 18:00:00,264.6,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,18,0
C,3,2016-08-02 19:00:00,215.75,1002.5,1007.3,221.0,1.8,24.7,96.0,3.6,2,19,0
A,2,2016-08-02 19:40:00,68.13,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,19,40
A,2,2016-08-02 20:00:00,97.66,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,0
A,2,2016-08-02 20:20:00,59.85,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,20
A,2,2016-08-02 20:40:00,79.31,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,40
A,2,2016-08-02 21:00:00,52.35,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,0
A,2,2016-08-02 21:20:00,62.22,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,20
A,2,2016-08-02 21:40:00,46.97,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,40
A,2,2016-08-02 22:00:00,37.7,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,0
A,2,2016-08-02 22:20:00,52.26,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,20
A,3,2016-08-02 19:40:00,206.24,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,19,40
A,3,2016-08-02 20:00:00,101.37,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,0
A,3,2016-08-02 20:20:00,133.51,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,20
A,3,2016-08-02 20:40:00,116.12,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,40
A,3,2016-08-02 21:00:00,104.98,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,0
A,3,2016-08-02 21:20:00,141.01,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,20
A,3,2016-08-02 21:40:00,125.1,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,40
A,3,2016-08-02 22:00:00,125.09,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,0
A,3,2016-08-02 22:20:00,170.11,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,20
B,1,2016-08-02 20:00:00,129.17,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,0
B,1,2016-08-02 21:40:00,159.12,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,40
B,3,2016-08-02 19:40:00,75.11,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,19,40
B,3,2016-08-02 20:00:00,129.3,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,0
B,3,2016-08-02 20:20:00,122.56,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,20
B,3,2016-08-02 20:40:00,57.34,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,40
B,3,2016-08-02 21:00:00,74.86,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,0
B,3,2016-08-02 21:20:00,211.1,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,20
B,3,2016-08-02 21:40:00,100.58,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,40
B,3,2016-08-02 22:00:00,119.73,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,0
B,3,2016-08-02 22:20:00,153.61,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,20
C,1,2016-08-02 20:40:00,247.45,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,40
C,1,2016-08-02 22:00:00,220.61,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,22,0
C,3,2016-08-02 20:20:00,241.05,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,20
C,3,2016-08-02 20:40:00,184.5,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,20,40
C,3,2016-08-02 21:20:00,142.53,1001.5,1006.3,215.0,2.7,24.9,95.0,0.3,2,21,20
A,2,2016-08-02 22:40:00,65.49,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,22,40
A,2,2016-08-02 23:00:00,50.41,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,0
A,2,2016-08-02 23:20:00,57.07,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,20
A,2,2016-08-02 23:40:00,33.75,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,40
A,2,2016-08-03 00:00:00,51.65,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,0,0
A,2,2016-08-03 00:40:00,68.18,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,0,40
A,2,2016-08-03 01:00:00,63.87,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,1,0
A,2,2016-08-03 01:20:00,73.79,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,1,20
A,3,2016-08-02 22:40:00,83.76,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,22,40
A,3,2016-08-02 23:00:00,142.94,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,0
A,3,2016-08-02 23:20:00,132.97,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,20
A,3,2016-08-03 00:40:00,109.18,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,0,40
A,3,2016-08-03 01:00:00,77.19,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,1,0
B,1,2016-08-02 22:40:00,85.25,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,22,40
B,1,2016-08-02 23:00:00,125.79,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,0
B,1,2016-08-02 23:20:00,104.16,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,20
B,3,2016-08-02 22:40:00,204.37,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,22,40
B,3,2016-08-02 23:20:00,126.98,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,20
B,3,2016-08-03 00:00:00,152.6,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,0,0
B,3,2016-08-03 00:20:00,55.79,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,0,20
B,3,2016-08-03 01:00:00,130.58,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,1,0
B,3,2016-08-03 01:20:00,82.92,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,1,20
C,1,2016-08-02 22:40:00,155.09,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,22,40
C,1,2016-08-02 23:40:00,126.1,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,2,23,40
C,3,2016-08-03 00:00:00,134.39,1003.2,1008.1,227.0,0.7,26.2,89.0,0.0,3,0,0
A,2,2016-08-03 01:40:00,50.79,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,1,40
A,2,2016-08-03 02:00:00,69.34,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,2,0
A,2,2016-08-03 02:20:00,59.16,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,2,20
A,2,2016-08-03 02:40:00,57.21,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,2,40
A,2,2016-08-03 03:20:00,70.6,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,3,20
A,2,2016-08-03 03:40:00,44.1,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,3,40
A,2,2016-08-03 04:00:00,55.62,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,4,0
A,2,2016-08-03 04:20:00,78.31,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,4,20
A,3,2016-08-03 01:40:00,93.53,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,1,40
A,3,2016-08-03 02:20:00,86.81,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,2,20
A,3,2016-08-03 03:40:00,90.42,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,3,40
A,3,2016-08-03 04:00:00,111.98,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,4,0
A,3,2016-08-03 04:20:00,102.18,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,4,20
B,1,2016-08-03 02:20:00,245.06,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,2,20
B,3,2016-08-03 01:40:00,109.97,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,1,40
C,3,2016-08-03 01:40:00,185.4,1003.9,1008.8,332.0,1.8,30.8,70.0,0.0,3,1,40
A,2,2016-08-03 04:40:00,47.17,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,4,40
A,2,2016-08-03 05:00:00,64.42,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,5,0
A,2,2016-08-03 05:20:00,37.42,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,5,20
A,2,2016-08-03 05:40:00,41.81,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,5,40
A,2,2016-08-03 06:00:00,52.53,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,0
A,2,2016-08-03 06:20:00,72.27,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,20
A,2,2016-08-03 06:40:00,70.32,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,40
A,2,2016-08-03 07:00:00,64.97,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,0
A,2,2016-08-03 07:20:00,61.73,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,20
A,3,2016-08-03 05:00:00,129.87,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,5,0
A,3,2016-08-03 05:20:00,75.18,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,5,20
A,3,2016-08-03 06:20:00,81.22,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,20
A,3,2016-08-03 06:40:00,157.06,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,40
A,3,2016-08-03 07:00:00,137.57,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,0
A,3,2016-08-03 07:20:00,153.71,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,20
B,1,2016-08-03 06:00:00,132.94,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,0
B,1,2016-08-03 06:40:00,101.76,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,40
B,1,2016-08-03 07:20:00,60.48,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,20
B,3,2016-08-03 05:20:00,159.76,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,5,20
B,3,2016-08-03 06:00:00,131.39,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,0
B,3,2016-08-03 07:00:00,98.47,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,0
C,1,2016-08-03 06:00:00,179.66,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,6,0
C,1,2016-08-03 07:00:00,148.14,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,0
C,1,2016-08-03 07:20:00,268.76,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,20
C,3,2016-08-03 07:20:00,179.32,1002.4,1007.2,334.0,2.7,33.0,62.0,0.0,3,7,20
A,2,2016-08-03 07:40:00,82.31,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,7,40
A,2,2016-08-03 08:00:00,194.43,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,0
A,2,2016-08-03 08:20:00,130.39,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,20
A,2,2016-08-03 08:40:00,75.22,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,40
A,2,2016-08-03 09:00:00,72.89,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,0
A,2,2016-08-03 09:20:00,104.43,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,20
A,2,2016-08-03 09:40:00,84.78,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,40
A,2,2016-08-03 10:00:00,79.92,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,0
A,2,2016-08-03 10:20:00,64.8,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,20
A,3,2016-08-03 07:40:00,189.33,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,7,40
A,3,2016-08-03 08:00:00,208.83,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,0
A,3,2016-08-03 08:20:00,134.18,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,20
A,3,2016-08-03 08:40:00,168.96,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,40
A,3,2016-08-03 09:00:00,178.56,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,0
A,3,2016-08-03 09:20:00,215.55,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,20
A,3,2016-08-03 09:40:00,120.79,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,40
A,3,2016-08-03 10:00:00,127.78,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,0
A,3,2016-08-03 10:20:00,104.54,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,20
B,1,2016-08-03 08:40:00,101.25,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,40
B,1,2016-08-03 09:00:00,96.66,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,0
B,1,2016-08-03 09:20:00,108.07,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,20
B,1,2016-08-03 10:00:00,27.93,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,0
B,3,2016-08-03 07:40:00,135.85,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,7,40
B,3,2016-08-03 08:00:00,178.64,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,0
B,3,2016-08-03 08:20:00,92.06,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,20
B,3,2016-08-03 08:40:00,172.28,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,40
B,3,2016-08-03 09:00:00,220.51,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,0
B,3,2016-08-03 09:20:00,164.1,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,20
B,3,2016-08-03 09:40:00,123.46,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,40
B,3,2016-08-03 10:00:00,91.93,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,0
B,3,2016-08-03 10:20:00,130.5,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,20
C,1,2016-08-03 07:40:00,144.47,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,7,40
C,1,2016-08-03 08:00:00,111.36,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,0
C,1,2016-08-03 08:20:00,201.15,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,20
C,1,2016-08-03 08:40:00,158.99,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,8,40
C,1,2016-08-03 09:00:00,130.02,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,0
C,1,2016-08-03 09:20:00,138.18,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,20
C,1,2016-08-03 09:40:00,161.18,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,40
C,1,2016-08-03 10:00:00,245.44,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,0
C,1,2016-08-03 10:20:00,178.54,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,20
C,3,2016-08-03 09:00:00,238.65,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,0
C,3,2016-08-03 09:20:00,275.36,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,20
C,3,2016-08-03 09:40:00,192.28,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,9,40
C,3,2016-08-03 10:00:00,177.12,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,0
C,3,2016-08-03 10:20:00,146.35,1001.8,1006.6,28.0,1.7,32.2,63.0,0.0,3,10,20
A,2,2016-08-03 10:40:00,61.37,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,10,40
A,2,2016-08-03 11:00:00,49.72,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,0
A,2,2016-08-03 11:20:00,47.0,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,20
A,2,2016-08-03 11:40:00,45.87,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,40
A,2,2016-08-03 12:00:00,53.6,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,0
A,2,2016-08-03 12:20:00,55.05,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,20
A,2,2016-08-03 12:40:00,93.49,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,40
A,2,2016-08-03 13:00:00,66.04,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,0
A,2,2016-08-03 13:20:00,77.52,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,20
A,3,2016-08-03 10:40:00,201.33,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,10,40
A,3,2016-08-03 11:00:00,141.57,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,0
A,3,2016-08-03 11:20:00,115.18,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,20
A,3,2016-08-03 11:40:00,114.26,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,40
A,3,2016-08-03 12:00:00,95.0,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,0
A,3,2016-08-03 12:20:00,82.98,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,20
A,3,2016-08-03 12:40:00,104.03,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,40
A,3,2016-08-03 13:00:00,181.35,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,0
A,3,2016-08-03 13:20:00,117.59,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,20
B,1,2016-08-03 11:00:00,75.09,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,0
B,1,2016-08-03 11:20:00,107.75,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,20
B,1,2016-08-03 12:00:00,132.87,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,0
B,1,2016-08-03 12:20:00,137.12,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,20
B,1,2016-08-03 12:40:00,113.31,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,40
B,1,2016-08-03 13:20:00,120.28,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,20
B,3,2016-08-03 10:40:00,133.99,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,10,40
B,3,2016-08-03 11:00:00,120.17,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,0
B,3,2016-08-03 11:20:00,75.13,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,20
B,3,2016-08-03 11:40:00,117.21,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,40
B,3,2016-08-03 12:00:00,77.88,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,0
B,3,2016-08-03 12:20:00,139.91,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,20
B,3,2016-08-03 12:40:00,103.62,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,40
B,3,2016-08-03 13:00:00,126.47,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,0
B,3,2016-08-03 13:20:00,119.24,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,20
C,1,2016-08-03 10:40:00,181.11,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,10,40
C,1,2016-08-03 11:00:00,172.97,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,0
C,1,2016-08-03 11:20:00,65.78,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,20
C,1,2016-08-03 12:00:00,165.75,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,0
C,1,2016-08-03 12:20:00,109.31,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,20
C,1,2016-08-03 12:40:00,154.93,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,40
C,1,2016-08-03 13:00:00,204.83,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,0
C,1,2016-08-03 13:20:00,250.1,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,20
C,3,2016-08-03 10:40:00,181.08,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,10,40
C,3,2016-08-03 11:20:00,163.46,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,11,20
C,3,2016-08-03 12:00:00,133.81,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,0
C,3,2016-08-03 12:20:00,86.66,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,12,20
C,3,2016-08-03 13:00:00,122.46,1003.2,1008.1,203.0,3.8,29.7,75.0,0.0,3,13,0
A,2,2016-08-03 13:40:00,55.79,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,13,40
A,2,2016-08-03 14:00:00,70.4,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,0
A,2,2016-08-03 14:20:00,58.94,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,20
A,2,2016-08-03 14:40:00,66.18,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,40
A,2,2016-08-03 15:00:00,61.0,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,15,0
A,2,2016-08-03 15:20:00,79.88,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,15,20
A,2,2016-08-03 15:40:00,58.06,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,15,40
A,2,2016-08-03 16:00:00,55.19,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,16,0
A,2,2016-08-03 16:20:00,57.05,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,16,20
A,3,2016-08-03 13:40:00,136.91,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,13,40
A,3,2016-08-03 14:00:00,142.02,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,0
A,3,2016-08-03 14:20:00,111.65,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,20
A,3,2016-08-03 14:40:00,104.09,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,40
A,3,2016-08-03 15:20:00,178.83,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,15,20
A,3,2016-08-03 15:40:00,58.92,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,15,40
A,3,2016-08-03 16:00:00,128.16,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,16,0
A,3,2016-08-03 16:20:00,151.69,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,16,20
B,1,2016-08-03 14:00:00,192.45,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,0
B,1,2016-08-03 15:40:00,68.59,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,15,40
B,1,2016-08-03 16:00:00,152.4,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,16,0
B,3,2016-08-03 13:40:00,110.6,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,13,40
B,3,2016-08-03 14:00:00,152.09,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,0
B,3,2016-08-03 14:20:00,107.2,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,20
B,3,2016-08-03 14:40:00,132.82,1004.2,1009.1,266.0,1.8,26.7,86.0,0.0,3,14,40
